GID_2,n_hosts,predicted,log_residual,type,COUNTRY,NAME_1,NAME_2,realm
EGY.22.8_1,0,471.5190309968779,-2.674419304677,Coldspot (Undersampled),Egypt,Janub Sina',Sharm el-Sheikh,Palearctic-South
EGY.23.5_1,0,540.3226501290023,-2.7334561993065427,Coldspot (Undersampled),Egypt,Kafr ash Shaykh,Disuq,Palearctic-South
EGY.23.7_1,0,636.5091206168689,-2.8044864024475507,Coldspot (Undersampled),Egypt,Kafr ash Shaykh,Kafr ash-Shaykh,Palearctic-South
EGY.23.8_1,0,554.9314176869049,-2.74502121827763,Coldspot (Undersampled),Egypt,Kafr ash Shaykh,Mutubis,Palearctic-South
EGY.24.1_1,0,1259.8576139580987,-3.100666045364711,Coldspot (Undersampled),Egypt,Matrouh,Ad-Dab'ah,Palearctic-South
EGY.24.2_1,0,1693.6837561275486,-3.2290886666791088,Coldspot (Undersampled),Egypt,Matrouh,Al-Hammam,Palearctic-South
EGY.24.3_1,0,514.8669657516572,-2.712537718121203,Coldspot (Undersampled),Egypt,Matrouh,As-Salum,Palearctic-South
EGY.24.4_1,0,524.7091377897917,-2.7207455259193067,Coldspot (Undersampled),Egypt,Matrouh,Marina al-'Alamayn as-Siyahiyah,Palearctic-South
EGY.24.5_1,0,2536.7506819149426,-3.4044489531459217,Coldspot (Undersampled),Egypt,Matrouh,Marsa Matruh,Palearctic-South
EGY.24.6_1,0,879.4382859520755,-2.9446989196334616,Coldspot (Undersampled),Egypt,Matrouh,Sidi Barrani,Palearctic-South
EGY.24.7_1,0,1353.292822804491,-3.1317125768888556,Coldspot (Undersampled),Egypt,Matrouh,Siwa,Palearctic-South
EGY.25.13_1,0,1806.1697812903903,-3.2569989558889785,Coldspot (Undersampled),Egypt,Qina,Qina (unincorporated),Palearctic-South
EGY.26.6_1,0,474.316550998719,-2.6769829371272125,Coldspot (Undersampled),Egypt,Shamal Sina',Bir al-'Abd,Palearctic-South
EGY.27.18_1,0,1311.5197031503935,-3.1181058316248627,Coldspot (Undersampled),Egypt,Suhaj,Suhaj (unincorporated),Palearctic-South
ESP.6.1_1,0,532.6250369442283,-2.7272361978793236,Coldspot (Undersampled),Spain,Cataluña,Barcelona,Palearctic-West
EST.12.4_1,59,0.4821758400378792,1.607251520540568,Hotspot (Oversampled),Estonia,Saare,Kuressaare,Palearctic-West
FIN.5.3_1,0,1164.701055739834,-3.066587189798117,Coldspot (Undersampled),Finland,Western Finland,Finland Proper,Palearctic-West
FIN.5.4_1,3,2461.868251702166,-2.7893811890498674,Coldspot (Undersampled),Finland,Western Finland,Ostrobothnia,Palearctic-North
FIN.5.6_1,1,1292.1311185988227,-2.810612567265051,Coldspot (Undersampled),Finland,Western Finland,Pirkanmaa,Palearctic-North
FRA.1.8_1,0,533.8549235514854,-2.728235998011372,Coldspot (Undersampled),France,Auvergne-Rhône-Alpes,Isère,Palearctic-West
FRA.7.2_1,0,856.5783384068918,-2.9332738026318483,Coldspot (Undersampled),France,Hauts-de-France,Nord,Palearctic-West
FRA.7.4_1,0,599.9892699997116,-2.77886671822318,Coldspot (Undersampled),France,Hauts-de-France,Pas-de-Calais,Palearctic-West
FRA.8.1_1,0,579.9377162100811,-2.7641295730852624,Coldspot (Undersampled),France,Île-de-France,Essonne,Palearctic-West
FRA.8.4_1,0,643.2514134846957,-2.8090553800641223,Coldspot (Undersampled),France,Île-de-France,Seine-et-Marne,Palearctic-West
FRA.8.5_1,0,652.3164177966327,-2.815123572117398,Coldspot (Undersampled),France,Île-de-France,Seine-Saint-Denis,Palearctic-West
FRA.8.8_1,0,1100.978599786706,-3.04217316068202,Coldspot (Undersampled),France,Île-de-France,Yvelines,Palearctic-West
FRA.9.5_1,0,550.9523460666791,-2.741901583646472,Coldspot (Undersampled),France,Normandie,Seine-Maritime,Palearctic-West
FRA.10.7_1,0,690.0146739428718,-2.839487269870222,Coldspot (Undersampled),France,Nouvelle-Aquitaine,Gironde,Palearctic-West
FRA.11.4_1,0,514.2844996319183,-2.7120470785651434,Coldspot (Undersampled),France,Occitanie,Gard,Palearctic-West
FRA.11.6_1,0,471.0972810552261,-2.674031499210937,Coldspot (Undersampled),France,Occitanie,Haute-Garonne,Palearctic-West
FRA.11.8_1,0,474.4853074872851,-2.677137101766007,Coldspot (Undersampled),France,Occitanie,Hérault,Palearctic-West
FRA.12.1_1,0,576.8142929728513,-2.761788280468485,Coldspot (Undersampled),France,Pays de la Loire,Loire-Atlantique,Palearctic-West
FRA.13.3_1,0,955.1318128816732,-2.980517768490553,Coldspot (Undersampled),France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Palearctic-West
GIN.4.3_1,0,472.4645386259643,-2.6752874569279146,Coldspot (Undersampled),Guinea,Kankan,Kouroussa,Afrotropic
HRV.4.3_1,141,1.8527438588450191,1.6970255652545698,Hotspot (Oversampled),Croatia,Grad Zagreb,Orle,Palearctic-West
HRV.9.9_1,310,3.0627613263900226,1.883939079296146,Hotspot (Oversampled),Croatia,Licko-Senjska,Plitvička Jezera,Palearctic-West
HRV.13.4_1,94,1.281730453824211,1.6194592664033742,Hotspot (Oversampled),Croatia,Primorsko-Goranska,Čabar,Palearctic-West
HRV.21.15_1,80,1.1994128215644329,1.5661782664161208,Hotspot (Oversampled),Croatia,Zagrebačka,Križ,Palearctic-West
HUN.2.1_1,5471,45.15753171343878,2.0739035119589806,Hotspot (Oversampled),Hungary,Baranya,Komlói,Palearctic-West
HUN.5.1_1,0,913.072214191877,-2.9609805075348863,Coldspot (Undersampled),Hungary,Budapest,Budapesti,Palearctic-West
IDN.4.8_1,0,1298.2411936281426,-3.1136897818184184,Coldspot (Undersampled),Indonesia,Banten,Tangerang,Indomalayan
IDN.7.6_1,229,0.5429540774465454,2.173374835559338,Hotspot (Oversampled),Indonesia,Jakarta Raya,Kepulauan Seribu,Indomalayan
IND.16.26_1,155,1.1878305591045877,1.8531109141918656,Hotspot (Oversampled),India,Karnataka,Shimoga,Indomalayan
IND.26.20_1,64,1.0299251522352815,1.5054333318185469,Hotspot (Oversampled),India,Odisha,Koraput,Indomalayan
IND.29.24_1,55,1.0884959404413632,1.4283543915734247,Hotspot (Oversampled),India,Rajasthan,Kota,Indomalayan
IND.31.30_1,84,1.9306606369441213,1.4624533945619431,Hotspot (Oversampled),India,Tamil Nadu,Vellore,Indomalayan
ITA.8.4_1,0,664.1488910244337,-2.822918871337006,Coldspot (Undersampled),Italy,Lazio,Roma,Palearctic-West
ITA.17.2_1,10144,170.4401058612349,1.7721396251663437,Hotspot (Oversampled),Italy,Trentino-Alto Adige,Trento,Palearctic-West
JPN.12.41_1,100,1.6285412233803978,1.5846065813396522,Hotspot (Oversampled),Japan,Hokkaido,Hokuto,Palearctic-East
JPN.12.58_1,123,1.0106020797144468,1.790095557720182,Hotspot (Oversampled),Japan,Hokkaido,Kikonai,Palearctic-East
JPN.12.108_1,224,2.2822217959037134,1.8360145929840357,Hotspot (Oversampled),Japan,Hokkaido,Otaru,Palearctic-East
JPN.12.157_1,509,1.055628011627577,2.3946256490013225,Hotspot (Oversampled),Japan,Hokkaido,Tōbetsu,Palearctic-East
KEN.31.7_1,84,2.0589792971510334,1.4438423879788755,Hotspot (Oversampled),Kenya,Nakuru,Nakuru Town East,Afrotropic
KHM.8.1_2,660,17.28354644364423,1.5581410201928771,Hotspot (Oversampled),Cambodia,Kândal,Angk Snuol,Indomalayan
KHM.14.5_2,252,8.444706075644858,1.42793207418655,Hotspot (Oversampled),Cambodia,Môndól Kiri,Saen Monourom,Indomalayan
KOR.6.8_2,1284,35.80424731801195,1.5430051872455341,Hotspot (Oversampled),South Korea,Gangwon-do,Hwacheon,Palearctic-East
KOR.7.5_2,615,17.63228532876658,1.5193145859422217,Hotspot (Oversampled),South Korea,Gwangju,Seo,Palearctic-East
KOR.8.8_2,0,715.8186109031632,-2.8554092724738522,Coldspot (Undersampled),South Korea,Gyeonggi-do,Goyang,Palearctic-East
KOR.8.14_2,0,604.1631767765798,-2.7818724940218775,Coldspot (Undersampled),South Korea,Gyeonggi-do,Hanam,Palearctic-East
KOR.8.17_2,0,586.7529084191417,-2.769194786852288,Coldspot (Undersampled),South Korea,Gyeonggi-do,Namyangju,Palearctic-East
KOR.8.30_2,3049,46.01184812425575,1.81209251488924,Hotspot (Oversampled),South Korea,Gyeonggi-do,Yeoncheon,Palearctic-East
KOR.9.8_2,0,502.13556585917667,-2.7016850180024385,Coldspot (Undersampled),South Korea,Gyeongsangbuk-do,Gumi,Palearctic-East
KOR.10.2_2,0,700.8175521504028,-2.8462242255304893,Coldspot (Undersampled),South Korea,Gyeongsangnam-do,Changwon,Palearctic-East
KOR.10.18_2,0,596.3821430961603,-2.7762522365628723,Coldspot (Undersampled),South Korea,Gyeongsangnam-do,Yangsan,Palearctic-East
KOR.13.5_2,0,519.0782469670263,-2.7160686891531163,Coldspot (Undersampled),South Korea,Jeollabuk-do,Iksan,Palearctic-East
KOR.16.25_2,4418,122.64545945322698,1.5531458288683329,Hotspot (Oversampled),South Korea,Seoul,Yongsan,Palearctic-East
LAO.4.6_1,191,1.5094829945055814,1.883716971669101,Hotspot (Oversampled),Laos,Champasak,Pakxe,Indomalayan
LAO.8.1_1,262,5.752206635634703,1.590510024092724,Hotspot (Oversampled),Laos,Louangphrabang,Chomphet,Indomalayan
LKA.3.1_1,116,0.3360238455283964,1.9423716521927257,Hotspot (Oversampled),Sri Lanka,Badulla,Badulla,Indomalayan
MEX.5.14_2,182,0.4540609113665299,2.0998684900050124,Hotspot (Oversampled),México,Chiapas,Berriozábal,Neotropic-Upper
MEX.6.33_2,94,1.5716926670472402,1.5675045387740631,Hotspot (Oversampled),México,Chihuahua,Ignacio Zaragoza,Nearctic
MEX.6.34_2,148,3.012476688486933,1.5697737461372643,Hotspot (Oversampled),México,Chihuahua,Janos,Nearctic
MEX.8.7_2,600,4.554103119615185,2.034260533235223,Hotspot (Oversampled),México,Colima,Manzanillo,Neotropic-Upper
MEX.12.18_2,297,2.60419010044579,1.9174085746112657,Hotspot (Oversampled),México,Guerrero,Chilpancingo de los Bravo,Neotropic-Upper
MEX.12.46_2,391,0.7506688333358186,2.350082066829223,Hotspot (Oversampled),México,Guerrero,Leonardo Bravo,Neotropic-Upper
MEX.13.4_2,47,0.20608927790226378,1.5998617807611415,Hotspot (Oversampled),México,Hidalgo,Agua Blanca de Iturbide,Nearctic
MEX.13.37_2,213,1.0053374468402045,2.028226309625143,Hotspot (Oversampled),México,Hidalgo,Metztitlán,Nearctic
MEX.14.10_2,114,0.42146169993087534,1.907962677862686,Hotspot (Oversampled),México,Jalisco,Atenguillo,Neotropic-Upper
MEX.16.39_2,129,0.1815092047203314,2.0415062428905646,Hotspot (Oversampled),México,Michoacán,Huiramba,Neotropic-Upper
MEX.17.9_2,62,1.2986229413601624,1.4378728125978641,Hotspot (Oversampled),México,Morelos,Huitzilac,Neotropic-Upper
MEX.17.20_2,153,0.8924761780986779,1.9104902993937618,Hotspot (Oversampled),México,Morelos,Tepalcingo,Neotropic-Upper
MEX.19.8_2,185,3.7850864934370416,1.5896231518891852,Hotspot (Oversampled),México,Nuevo León,Cadereyta Jiménez,Nearctic
MEX.19.40_2,292,4.293264916136547,1.7431439903459927,Hotspot (Oversampled),México,Nuevo León,Monterrey,Nearctic
MEX.20.298_2,150,0.07715270582297293,2.14669967055501,Hotspot (Oversampled),México,Oaxaca,San Pablo Macuiltianguis,Neotropic-Upper
MEX.21.97_2,127,0.6894302508695995,1.8794697032722278,Hotspot (Oversampled),México,Puebla,Libres,Neotropic-Upper
MEX.24.7_2,116,1.1457456328355407,1.7366076244533613,Hotspot (Oversampled),México,San Luis Potosí,Catorce,Nearctic
MEX.24.55_2,102,1.1025171021827525,1.6900976876057858,Hotspot (Oversampled),México,San Luis Potosí,Villa Hidalgo,Nearctic
MEX.28.10_2,138,1.1460573283767312,1.8113734810094742,Hotspot (Oversampled),México,Tamaulipas,Cruillas,Nearctic
MEX.28.12_2,248,1.0563163494222587,2.083109418562498,Hotspot (Oversampled),México,Tamaulipas,Gómez Farías,Nearctic
MEX.30.4_2,255,1.2429940167054756,2.0574118502287755,Hotspot (Oversampled),México,Veracruz,Actopan,Neotropic-Upper
MEX.30.134_2,103,1.3493399251755773,1.6460874800574012,Hotspot (Oversampled),México,Veracruz,Perote,Neotropic-Upper
MEX.30.197_2,99,0.41981825074382745,1.8477672455823455,Hotspot (Oversampled),México,Veracruz,Ursulo Galván,Neotropic-Upper
MLI.9.5_1,0,926.2639337537489,-2.967203368079806,Coldspot (Undersampled),Mali,Timbuktu,Tombouctou,Palearctic-South
MNG.14.10_1,67,0.8140150936908116,1.5738680163772207,Hotspot (Oversampled),Mongolia,Hövsgöl,Khankh,Palearctic-Central
MNG.15.5_1,127,3.446598956872782,1.4591820078785465,Hotspot (Oversampled),Mongolia,Ömnögovi,Gurvan tes,Palearctic-East
MOZ.2.10_1,534,15.760851622534043,1.5040577005688065,Hotspot (Oversampled),Mozambique,Gaza,Massingir,Afrotropic
NAM.1.1_1,0,1326.5381253154985,-3.123047002353418,Coldspot (Undersampled),Namibia,!Karas,Berseba,Afrotropic
NAM.1.2_1,0,1358.9282491618449,-3.133515995270874,Coldspot (Undersampled),Namibia,!Karas,Karas,Afrotropic
NAM.1.3_1,0,1576.2432388598206,-3.197898674399679,Coldspot (Undersampled),Namibia,!Karas,Keetmanshoop Rural,Afrotropic
NAM.1.5_1,0,1200.0137158348052,-3.0795479671675663,Coldspot (Undersampled),Namibia,!Karas,Luderitz,Afrotropic
NAM.2.1_1,0,586.1790059385105,-2.768770519373866,Coldspot (Undersampled),Namibia,Erongo,Arandis,Afrotropic
NAM.2.2_1,0,727.9883039349652,-2.862720560447943,Coldspot (Undersampled),Namibia,Erongo,Daures,Afrotropic
NAM.2.3_1,0,706.2581874043584,-2.84957798366378,Coldspot (Undersampled),Namibia,Erongo,Karibib,Afrotropic
NAM.2.4_1,0,491.86726057205266,-2.692729970467299,Coldspot (Undersampled),Namibia,Erongo,Omaruru,Afrotropic
NAM.2.6_1,0,503.57054006078465,-2.7029218901321386,Coldspot (Undersampled),Namibia,Erongo,Walvisbay Rural,Afrotropic
NAM.3.1_1,0,1446.7604472912712,-3.16069670756126,Coldspot (Undersampled),Namibia,Hardap,Gibeon,Afrotropic
NAM.3.2_1,0,1736.6585945091522,-3.2399644527308893,Coldspot (Undersampled),Namibia,Hardap,Mariental Rural,Afrotropic
NAM.3.5_1,0,577.1836808579329,-2.762065829615221,Coldspot (Undersampled),Namibia,Hardap,Rehoboth Rural,Afrotropic
NAM.5.4_1,780,6.832890847503752,1.9987289592505748,Hotspot (Oversampled),Namibia,Khomas,Moses Garoeb,Afrotropic
NAM.5.9_1,0,2144.928542658547,-3.331615256285211,Coldspot (Undersampled),Namibia,Khomas,Windhoek Rural,Afrotropic
NAM.6.1_1,0,763.290877644015,-2.8832586760019443,Coldspot (Undersampled),Namibia,Kunene,Epupa,Afrotropic
NAM.6.2_1,0,791.7717119360553,-2.899148145047781,Coldspot (Undersampled),Namibia,Kunene,Kamanjab,Afrotropic
NAM.6.3_1,0,785.885187661865,-2.8959113702213615,Coldspot (Undersampled),Namibia,Kunene,Khorixas,Afrotropic
NAM.6.4_1,0,922.1198916367832,-2.96525810936276,Coldspot (Undersampled),Namibia,Kunene,Opuwo,Afrotropic
NAM.6.5_1,0,468.8839316644693,-2.671990593972152,Coldspot (Undersampled),Namibia,Kunene,Outjo,Afrotropic
NAM.8.1_1,0,579.4563786444301,-2.763769588026633,Coldspot (Undersampled),Namibia,Omaheke,Aminius,Afrotropic
NAM.8.7_1,0,855.7976402416426,-2.9328782617086677,Coldspot (Undersampled),Namibia,Omaheke,Steinhausen,Afrotropic
NAM.11.2_1,0,637.0338531358565,-2.8048437223576066,Coldspot (Undersampled),Namibia,Oshikoto,Guinas,Afrotropic
NAM.11.6_1,0,480.1549262339645,-2.682284936613092,Coldspot (Undersampled),Namibia,Oshikoto,Omuthiyagwipundi,Afrotropic
NAM.12.1_1,0,673.884623107702,-2.8292295330820445,Coldspot (Undersampled),Namibia,Otjozondjupa,Grootfontein,Afrotropic
NAM.12.3_1,0,653.4772759294508,-2.815894572033034,Coldspot (Undersampled),Namibia,Otjozondjupa,Okakarara,Afrotropic
NAM.12.4_1,0,1584.0499340607128,-3.200042948412088,Coldspot (Undersampled),Namibia,Otjozondjupa,Omatako,Afrotropic
NAM.12.5_1,0,751.6631206887323,-2.876600636807802,Coldspot (Undersampled),Namibia,Otjozondjupa,Otavi,Afrotropic
NAM.12.7_1,0,840.5327747294197,-2.925071034877439,Coldspot (Undersampled),Namibia,Otjozondjupa,Tsumkwe,Afrotropic
NGA.12.3_1,668,2.2835057857706382,2.3090883318857824,Hotspot (Oversampled),Nigeria,Edo,Esan Central,Afrotropic
NGA.12.6_1,766,2.625188278799787,2.3254647968156528,Hotspot (Oversampled),Nigeria,Edo,Esan West,Afrotropic
NLD.3.35_1,169,4.974091794398419,1.4541770299440406,Hotspot (Oversampled),Netherlands,Fryslân,Waadhoeke,Palearctic-West
NLD.10.15_1,76,0.5402770041168143,1.698891893594965,Hotspot (Oversampled),Netherlands,Overijssel,Oldenzaal,Palearctic-West
PAK.2.1_1,0,1378.9403711535551,-3.139860320431328,Coldspot (Undersampled),Pakistan,Balochistan,Kalat,Palearctic-Central
PAK.2.2_1,0,595.8468971364379,-2.7758629404153123,Coldspot (Undersampled),Pakistan,Balochistan,Makran,Palearctic-Central
PAK.2.4_1,0,612.9890888966964,-2.788160653430971,Coldspot (Undersampled),Pakistan,Balochistan,Quetta,Palearctic-Central
PAK.2.6_1,0,563.9398133715256,-2.752002182132813,Coldspot (Undersampled),Pakistan,Balochistan,Zhob,Palearctic-Central
Z06.6.1_1,0,544.5105176646072,-2.7368031283792953,Coldspot (Undersampled),Pakistan,Gilgit-Baltistan,Northern Areas,Palearctic-East
PAK.7.1_1,0,869.5977502074624,-2.9398175405221068,Coldspot (Undersampled),Pakistan,Punjab,Bahawalpur,Indomalayan
PAK.7.2_1,0,749.8505952439366,-2.8755535293927217,Coldspot (Undersampled),Pakistan,Punjab,Dera Ghazi Khan,Indomalayan
PAK.7.3_1,0,1066.035351947115,-3.0281788082728496,Coldspot (Undersampled),Pakistan,Punjab,Faisalabad,Indomalayan
PAK.7.4_1,0,1479.3771584084357,-3.1703723754951465,Coldspot (Undersampled),Pakistan,Punjab,Gujranwala,Indomalayan
PAK.7.5_1,0,1996.4689383990212,-3.30048003455084,Coldspot (Undersampled),Pakistan,Punjab,Lahore,Indomalayan
PAK.7.6_1,0,1413.120019522426,-3.150486270567186,Coldspot (Undersampled),Pakistan,Punjab,Multan,Indomalayan
PAK.7.7_1,0,1161.6883333419453,-3.0654633146857977,Coldspot (Undersampled),Pakistan,Punjab,Rawalpindi,Palearctic-Central
PAK.7.8_1,0,755.4318279828365,-2.878769794137183,Coldspot (Undersampled),Pakistan,Punjab,Sargodha,Indomalayan
PAK.8.1_1,0,1008.101624363148,-3.0039349052633764,Coldspot (Undersampled),Pakistan,Sindh,Hyderabad,Indomalayan
PAK.8.4_1,0,730.5006928877435,-2.8642147418313653,Coldspot (Undersampled),Pakistan,Sindh,Mirpur Khas,Indomalayan
PAK.8.6_1,0,645.2974953646291,-2.8104324728785315,Coldspot (Undersampled),Pakistan,Sindh,Sukkur,Indomalayan
PAN.7.6_1,3067,6.134397430190794,2.6334980567042097,Hotspot (Oversampled),Panama,Herrera,Pesé,Neotropic-Upper
PAN.9.4_1,905,5.477565895442459,2.145716357974724,Hotspot (Oversampled),Panama,Los Santos,Macaracas,Neotropic-Upper
PER.18.3_1,314,10.859950089767413,1.4242276923991486,Hotspot (Oversampled),Peru,Madre de Dios,Tambopata,Neotropic
PHL.47.6_1,219,0.44041391673714025,2.183935372112858,Hotspot (Oversampled),Philippines,Metropolitan Manila,Manila,Indomalayan
POL.3.10_1,204,2.960277761549323,1.7140282139994993,Hotspot (Oversampled),Poland,Łódzkie,Pabianice,Palearctic-West
POL.9.2_1,244,2.208716054823772,1.88283479708494,Hotspot (Oversampled),Poland,Podkarpackie,Brzozów,Palearctic-West
POL.9.10_1,108,2.285766939691782,1.5207897423703063,Hotspot (Oversampled),Poland,Podkarpackie,Lesko,Palearctic-West
POL.9.15_1,55,0.36903736195289283,1.611772726521179,Hotspot (Oversampled),Poland,Podkarpackie,Przemyśl (City),Palearctic-West
POL.9.21_1,381,3.874702875542933,1.8941152133273464,Hotspot (Oversampled),Poland,Podkarpackie,Sanok,Palearctic-West
POL.14.7_1,681,6.896976532687021,1.9363235272271404,Hotspot (Oversampled),Poland,Warmińsko-Mazurskie,Giżycko,Palearctic-West
PRT.13.8_1,153,1.1232601816639156,1.86051750550349,Hotspot (Oversampled),Portugal,Madeira,Ribeira Brava,Palearctic-South
PRY.8.6_1,5614,36.17235317102068,2.1791297059090406,Hotspot (Oversampled),Paraguay,Canindeyú,Villa Ygatimí,Neotropic
ROU.23.41_1,83,0.03635120614583344,1.9087723288732066,Hotspot (Oversampled),Romania,Hunedoara,Martinesti,Palearctic-West
RUS.5.12_1,390,9.12432677346037,1.5868106033651614,Hotspot (Oversampled),Russia,Astrakhan',Privolzhskiy rayon,Palearctic-Central
RUS.14.1_1,0,685.9984378868189,-2.8369557495516817,Coldspot (Undersampled),Russia,City of St. Petersburg,Sankt-Peterburg gorsovet,Palearctic-West
RUS.34.19_1,798,13.969800206053936,1.727330775229277,Hotspot (Oversampled),Russia,Krasnodar,Korenovskiy rayon,Palearctic-West
RUS.56.6_1,1413,22.92886231572375,1.7715273586430453,Hotspot (Oversampled),Russia,Primor'ye,Chuguevskiy rayon,Palearctic-East
RUS.56.14_1,1325,7.079056806855569,2.2151828622406917,Hotspot (Oversampled),Russia,Primor'ye,Khorol'skiy rayon,Palearctic-East
RUS.56.33_1,7979,5.2418732874508445,3.1066879432853463,Hotspot (Oversampled),Russia,Primor'ye,Yakovlevskiy rayon,Palearctic-East
RUS.68.33_1,1723,32.22731810730806,1.7150419722172252,Hotspot (Oversampled),Russia,Tatarstan,Nizhnekamskiy rayon,Palearctic-West
RUS.74.1_1,2961,4.627901087389863,2.7212385982544407,Hotspot (Oversampled),Russia,Udmurt,Alnashskiy rayon,Palearctic-West
SVK.3.3_1,397,7.1145248150075675,1.6906199793670722,Hotspot (Oversampled),Slovakia,Košický,Košice I,Palearctic-West
SVN.10.1_1,75,0.6330084350444453,1.6678251642594961,Hotspot (Oversampled),Slovenia,Savinjska,Bistrica ob Sotli,Palearctic-West
SWE.18.4_1,2714,84.24497520917552,1.50310104512535,Hotspot (Oversampled),Sweden,Västerbotten,Lycksele,Palearctic-North
SWE.18.12_1,3968,103.8826448200121,1.577977468506464,Hotspot (Oversampled),Sweden,Västerbotten,Umeå,Palearctic-North
SWE.18.13_1,601,11.520664818361317,1.6819691017380234,Hotspot (Oversampled),Sweden,Västerbotten,Vännäs,Palearctic-North
SWE.18.15_1,3611,40.31672311389543,1.941621871920383,Hotspot (Oversampled),Sweden,Västerbotten,Vindeln,Palearctic-North
THA.3.19_1,470,4.5405389727181555,1.9294688930336887,Hotspot (Oversampled),Thailand,Bangkok Metropolis,Huai Kwang,Indomalayan
THA.3.23_1,276,4.3830557126079945,1.7114508944404725,Hotspot (Oversampled),Thailand,Bangkok Metropolis,Khlong Toey,Indomalayan
THA.5.12_1,421,10.750777463232119,1.555245849305281,Hotspot (Oversampled),Thailand,Buri Ram,Muang Buri Ram,Indomalayan
THA.5.21_1,216,3.371090771902119,1.6958699085240851,Hotspot (Oversampled),Thailand,Buri Ram,Phutthaisong,Indomalayan
THA.21.5_1,410,4.646416010363902,1.8620689494201714,Hotspot (Oversampled),Thailand,Loei,Muang Loei,Indomalayan
THA.22.8_1,311,7.574602068970738,1.5609406196196969,Hotspot (Oversampled),Thailand,Lop Buri,Phatthana Nikhom,Indomalayan
THA.28.7_1,134,3.1426169111183633,1.5130589947622044,Hotspot (Oversampled),Thailand,Nakhon Phanom,Phon Sawan,Indomalayan
THA.32.5_1,288,2.094350303510886,1.9703283652386925,Hotspot (Oversampled),Thailand,Nan,K. Phu Pieng,Indomalayan
THA.34.6_1,686,3.4976477366994976,2.183971299298863,Hotspot (Oversampled),Thailand,Nong Bua Lam Phu,Suwan Khuha,Indomalayan
TUR.13.3_1,148,4.466817705679678,1.4354516760896503,Hotspot (Oversampled),Turkey,Bartın,Merkez,Palearctic-West
TUR.41.15_1,94,2.2199235357445635,1.4698780467602512,Hotspot (Oversampled),Turkey,Izmir,Karşıyaka,Palearctic-West
TUR.50.2_1,73,0.7281820194242224,1.6316422374512665,Hotspot (Oversampled),Turkey,Kirklareli,Demirköy,Palearctic-West
TUR.65.7_1,139,0.3151960462920045,2.0271375410450263,Hotspot (Oversampled),Turkey,Rize,Hemşin,Palearctic-West
TUR.75.18_1,97,0.9952720597793487,1.6912239546144554,Hotspot (Oversampled),Turkey,Trabzon,Yomra,Palearctic-West
TWN.1.2_1,138,3.2919251110014858,1.510362664817255,Hotspot (Oversampled),Taiwan,Fujian,Lienkiang,Indomalayan
TWN.3.1_1,0,822.9624358277368,-2.91590741280804,Coldspot (Undersampled),Taiwan,New Taipei,New Taipei,Indomalayan
TWN.4.1_1,0,2238.6880991235125,-3.350187542324771,Coldspot (Undersampled),Taiwan,Taichung,Taichung,Indomalayan
TWN.6.1_1,0,2386.130971392301,-3.377876247491276,Coldspot (Undersampled),Taiwan,Taipei,Taipei,Indomalayan
TWN.7.1_1,0,2249.402974717681,-3.352260293234029,Coldspot (Undersampled),Taiwan,Taiwan,Changhua,Indomalayan
TWN.7.5_1,0,796.0218904141169,-2.901470249571146,Coldspot (Undersampled),Taiwan,Taiwan,Hsinchu County,Indomalayan
TWN.7.8_1,0,524.3636196629194,-2.7204599955024267,Coldspot (Undersampled),Taiwan,Taiwan,Miaoli,Indomalayan
TWN.7.15_1,0,1904.3169995065577,-3.2799672423125434,Coldspot (Undersampled),Taiwan,Taiwan,Yulin,Indomalayan
TZA.1.9_1,0,1130.6841927840255,-3.0537252497617646,Coldspot (Undersampled),Tanzania,Arusha,Ngorongoro,Afrotropic
TZA.2.1_1,0,3001.1363813477287,-3.477430417527967,Coldspot (Undersampled),Tanzania,Dar es Salaam,Ilala,Afrotropic
TZA.2.2_1,0,865.6106738145426,-2.9378240338216064,Coldspot (Undersampled),Tanzania,Dar es Salaam,Kinondoni,Afrotropic
TZA.3.1_1,0,780.9644900744534,-2.8931870316853305,Coldspot (Undersampled),Tanzania,Dodoma,Bahi,Afrotropic
TZA.3.2_1,0,1179.7149565242664,-3.072145064632826,Coldspot (Undersampled),Tanzania,Dodoma,Chamwino,Afrotropic
TZA.3.3_1,0,880.0031555908862,-2.9449774639776036,Coldspot (Undersampled),Tanzania,Dodoma,Chemba,Afrotropic
TZA.3.4_1,0,1381.4340708281673,-3.1406444286868496,Coldspot (Undersampled),Tanzania,Dodoma,Dodoma Urban,Afrotropic
TZA.3.5_1,0,643.5396705158896,-2.809249652730436,Coldspot (Undersampled),Tanzania,Dodoma,Kondoa,Afrotropic
TZA.3.7_1,0,897.5469704567006,-2.953540784257437,Coldspot (Undersampled),Tanzania,Dodoma,Mpwapwa,Afrotropic
TZA.4.1_1,0,648.1902611842779,-2.8123719961424065,Coldspot (Undersampled),Tanzania,Geita,Bukombe,Afrotropic
TZA.4.2_1,0,568.9855125530024,-2.755863817254513,Coldspot (Undersampled),Tanzania,Geita,Chato,Afrotropic
TZA.4.3_1,0,1111.7586175337035,-3.046400966273224,Coldspot (Undersampled),Tanzania,Geita,Geita,Afrotropic
TZA.5.5_1,0,987.0104722148841,-2.9947615478275416,Coldspot (Undersampled),Tanzania,Iringa,Mufindi,Afrotropic
